Dates,DayOfWeek,PdDistrict,Address,X,Y
2010-09-10 02:03:00,Friday,BAYVIEW,1100 Block of LASALLE AV,-122.381711184291,37.7313968208455
2007-03-22 18:30:00,Thursday,SOUTHERN,BRYANT ST / THE EMBARCADEROSOUTH ST,-122.388007401911,37.7871027247566
2010-02-09 02:45:00,Tuesday,INGLESIDE,100 Block of COSO AV,-122.416861262842,37.745624589555604
2012-09-09 20:15:00,Sunday,TENDERLOIN,400 Block of EDDY ST,-122.415088721046,37.7836719564372
2009-02-03 18:00:00,Tuesday,SOUTHERN,600 Block of 2ND ST,-122.391336579912,37.7811758808197
2011-01-01 00:01:00,Saturday,CENTRAL,600 Block of DAVIS ST,-122.39844780285699,37.7980037233355
2008-09-21 19:00:00,Sunday,INGLESIDE,300 Block of PRAGUE ST,-122.428880909062,37.7168135656866
2010-07-30 09:00:00,Friday,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2010-03-13 17:30:00,Saturday,BAYVIEW,0 Block of POMONA ST,-122.393512077492,37.7317446899121
2010-01-15 22:40:00,Friday,RICHMOND,33RD AV / GEARY BL,-122.49329712988998,37.7796862364357
2006-02-12 11:35:00,Sunday,MISSION,SOUTH VAN NESS AV / 26TH ST,-122.415954301518,37.7491729638325
2009-06-11 17:35:00,Thursday,NORTHERN,BROADWAY ST / VANNESS AV,-122.42341305720501,37.795737109246
2012-01-26 10:10:00,Thursday,TENDERLOIN,200 Block of TURK ST,-122.413237516676,37.78284302332129
2006-04-09 16:16:00,Sunday,INGLESIDE,200 Block of PRECITA AV,-122.415479005904,37.7473718419863
2008-09-20 12:00:00,Saturday,BAYVIEW,2000 Block of SILVER AV,-122.39941212439301,37.7359640709097
2012-10-16 19:35:00,Tuesday,CENTRAL,MONTGOMERY ST / FRANCISCO ST,-122.405361368124,37.805694741739295
2010-05-19 23:15:00,Wednesday,TARAVAL,2600 Block of SAN JOSE AV,-122.451626403111,37.7148079127517
2006-02-12 21:00:00,Sunday,INGLESIDE,0 Block of PASADENA ST,-122.41882973725401,37.708816135533795
2015-03-30 12:15:00,Monday,MISSION,16TH ST / MISSION ST,-122.419671780296,37.7650501214668
2006-03-08 13:50:00,Wednesday,BAYVIEW,OAKDALE AV / BALDWIN CT,-122.38140097139299,37.7294904424423
2014-10-02 23:00:00,Thursday,BAYVIEW,2200 Block of PALOU AV,-122.40242258972201,37.740871791007706
2013-11-13 18:47:00,Wednesday,BAYVIEW,0 Block of REDDY ST,-122.395152325764,37.7303311430947
2007-09-09 16:22:00,Sunday,TARAVAL,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2005-11-04 20:30:00,Friday,TARAVAL,LAKEVIEW AV / FAXON AV,-122.46020822036002,37.7182313381608
2009-08-07 12:38:00,Friday,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747
2014-10-18 12:00:00,Saturday,TARAVAL,0 Block of GRANADA AV,-122.457082657075,37.719132120270096
2005-08-11 11:00:00,Thursday,BAYVIEW,1300 Block of BACON ST,-122.41645187761101,37.7243253324881
2004-11-12 18:00:00,Friday,TARAVAL,400 Block of EUCALYPTUS DR,-122.477752576219,37.7310686578655
2008-07-23 04:30:00,Wednesday,TARAVAL,1200 Block of 8TH AV,-122.465378582035,37.7650057282953
2009-04-27 17:23:00,Monday,BAYVIEW,BAY SHORE BL / OAKDALE AV,-122.405242467114,37.7430506903112
2011-07-17 03:00:00,Sunday,RICHMOND,300 Block of 25TH AV,-122.485010377829,37.782932850733104
2005-02-25 20:30:00,Friday,SOUTHERN,100 Block of 2ND ST,-122.39845951280898,37.787018225065296
2012-09-07 09:00:00,Friday,INGLESIDE,600 Block of JOOST AV,-122.450033362712,37.7323759510913
2006-06-02 14:00:00,Friday,PARK,800 Block of 14TH ST,-122.431750420033,37.767616614230796
2007-08-12 22:30:00,Sunday,NORTHERN,500 Block of VANNESS AV,-122.42013210843001,37.7803430365381
2010-05-09 01:00:00,Sunday,CENTRAL,1000 Block of KEARNY ST,-122.40552479680001,37.7977714997338
2011-04-10 17:10:00,Sunday,RICHMOND,0 Block of PARSONS ST,-122.455414918573,37.7751403422114
2010-04-24 23:39:00,Saturday,RICHMOND,3700 Block of GEARY BL,-122.45943946203501,37.781114010103
2012-07-24 19:49:00,Tuesday,SOUTHERN,100 Block of 6TH ST,-122.408466556173,37.7807008318778
2014-12-28 00:10:00,Sunday,INGLESIDE,3300 Block of MISSION ST,-122.42164447844699,37.7429970144076
2005-10-08 12:00:00,Saturday,NORTHERN,300 Block of HERMANN ST,-122.43090017530001,37.7700827275986
2006-03-10 18:00:00,Friday,INGLESIDE,100 Block of STILLINGS AV,-122.44367811424802,37.7346157393232
2010-02-23 21:00:00,Tuesday,MISSION,400 Block of VICKSBURG ST,-122.428357723616,37.75042635634421
2011-02-26 22:00:00,Saturday,CENTRAL,200 Block of GEARY ST,-122.407434989523,37.787515874162295
2013-11-01 17:00:00,Friday,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2011-12-26 09:30:00,Monday,TENDERLOIN,300 Block of ELLIS ST,-122.41198764359501,37.7850226622786
2004-05-10 20:35:00,Monday,INGLESIDE,DETROIT ST / JUDSON AV,-122.44427646375601,37.7282608049159
2006-12-16 11:15:00,Saturday,NORTHERN,2000 Block of PACIFIC AV,-122.42900829934099,37.7941345374661
2015-03-30 18:00:00,Monday,TARAVAL,SAN JOSE AV / FARALLONES ST,-122.45217394346001,37.7141042228513
2012-04-17 17:25:00,Tuesday,TENDERLOIN,300 Block of TURK ST,-122.414900544562,37.7827419623926
2006-02-09 23:15:00,Thursday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-06-02 22:27:00,Thursday,TARAVAL,2400 Block of PACHECO ST,-122.486404169147,37.7501154149533
2004-10-26 11:00:00,Tuesday,RICHMOND,700 Block of 26TH AV,-122.485394415579,37.775305357042
2014-02-18 17:15:00,Tuesday,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.72569335757029
2012-08-26 19:45:00,Sunday,NORTHERN,100 Block of FELL ST,-122.420332099593,37.7762075768262
2012-09-05 14:10:00,Wednesday,SOUTHERN,500 Block of BRYANT ST,-122.397501734179,37.7800859438702
2014-09-20 12:00:00,Saturday,MISSION,1000 Block of CAPP ST,-122.417054438267,37.749894648115294
2011-05-05 12:35:00,Thursday,CENTRAL,500 Block of GEARY ST,-122.41193389991501,37.7868307302611
2013-12-15 00:01:00,Sunday,TARAVAL,2900 Block of SLOAT BL,-122.505680330733,37.735625194361894
2008-11-01 12:00:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2005-04-04 14:00:00,Monday,SOUTHERN,700 Block of HOWARD ST,-122.401560967513,37.7840888680389
2005-11-02 20:00:00,Wednesday,INGLESIDE,1500 Block of GENEVA AV,-122.43082630188101,37.7124349004423
2008-12-10 17:03:00,Wednesday,PARK,HAYES ST / STANYAN ST,-122.45428669026501,37.7728951613405
2009-05-02 23:55:00,Saturday,TENDERLOIN,EDDY ST / LEAVENWORTH ST,-122.414242955907,37.783724025447796
2011-04-09 21:23:00,Saturday,INGLESIDE,SAN JOSE AV / RANDALL ST,-122.42414758896099,37.7398702066093
2005-09-25 17:00:00,Sunday,SOUTHERN,600 Block of 8TH ST,-122.40468540987,37.7706290272637
2005-09-11 01:24:00,Sunday,MISSION,24TH ST / MISSION ST,-122.418448186109,37.752239165267
2007-08-21 18:55:00,Tuesday,RICHMOND,400 Block of 20TH AV,-122.479241431478,37.779356245781706
2011-10-17 11:05:00,Monday,MISSION,3000 Block of 25TH ST,-122.410357384688,37.751063597465404
2007-04-18 18:00:00,Wednesday,SOUTHERN,700 Block of NATOMA ST,-122.412904380868,37.775998180531204
2015-01-23 20:48:00,Friday,PARK,BRODERICK ST / GOLDEN GATE AV,-122.440213789519,37.7785116051319
2011-09-20 06:45:00,Tuesday,BAYVIEW,1500 Block of KIRKWOOD AV,-122.388879303147,37.73748619494771
2005-05-31 10:10:00,Tuesday,BAYVIEW,1700 Block of CESAR CHAVEZ ST,-122.39434785768,37.7499131969111
2010-04-06 22:30:00,Tuesday,SOUTHERN,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2011-04-04 06:45:00,Monday,RICHMOND,400 Block of 8TH AV,-122.466425260006,37.779937612642
2009-07-11 12:26:00,Saturday,SOUTHERN,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2010-06-16 18:20:00,Wednesday,INGLESIDE,100 Block of COLERIDGE ST,-122.419886657515,37.7433311461752
2014-11-16 15:30:00,Sunday,SOUTHERN,0 Block of HOWARD ST,-122.392036366343,37.7916194222304
2004-10-25 18:40:00,Monday,SOUTHERN,500 Block of 6TH ST,-122.401787084709,37.7753735050258
2010-01-13 12:51:00,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2015-03-07 15:13:00,Saturday,SOUTHERN,100 Block of 6TH ST,-122.40787711735202,37.7803875013555
2009-03-08 06:40:00,Sunday,MISSION,17TH ST / FOLSOM ST,-122.415155941054,37.7636979308883
2011-06-19 15:30:00,Sunday,NORTHERN,3600 Block of LYON ST,-122.44827840533002,37.804271887891005
2008-11-02 07:20:00,Sunday,TARAVAL,NORIEGA ST / GREAT HWY,-122.508432367694,37.752827655128996
2014-04-29 15:41:00,Tuesday,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634
2011-02-21 09:40:00,Monday,CENTRAL,300 Block of BEACH ST,-122.41482231744301,37.8074314598723
2010-10-06 18:00:00,Wednesday,CENTRAL,200 Block of STOCKTON ST,-122.40665871100799,37.7882745285785
2008-03-07 15:00:00,Friday,PARK,1700 Block of OAK ST,-122.44814005907499,37.7717170013104
2008-11-26 18:35:00,Wednesday,TARAVAL,1700 Block of 18TH AV,-122.475539136073,37.7552000328155
2004-12-06 11:20:00,Monday,SOUTHERN,200 Block of SHIPLEY ST,-122.403410788208,37.77945571249271
2015-01-25 02:36:00,Sunday,INGLESIDE,5100 Block of MISSION ST,-122.44135201654899,37.716127093001
2012-03-07 22:00:00,Wednesday,INGLESIDE,300 Block of RICHLAND AV,-122.418424445417,37.7357439504397
2012-01-09 10:10:00,Monday,SOUTHERN,2ND ST / FOLSOM ST,-122.396707150502,37.785542950304105
2008-04-02 14:53:00,Wednesday,BAYVIEW,SAN BRUNO AV / PAUL AV,-122.402109488937,37.7240376461441
2009-04-03 18:00:00,Friday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2006-12-02 14:00:00,Saturday,RICHMOND,300 Block of 5TH AV,-122.46334834880699,37.7820081056628
2005-04-08 13:29:00,Friday,MISSION,500 Block of CASTRO ST,-122.43499478308901,37.76006971065671
2014-08-18 21:29:00,Monday,INGLESIDE,SAN JOSE AV / GENEVA AV,-122.44660721495,37.7207231268789
2013-11-30 14:30:00,Saturday,SOUTHERN,BRYANT ST / BEALE ST,-122.38963953154301,37.7862250418081
2008-05-17 05:00:00,Saturday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2012-10-19 03:00:00,Friday,NORTHERN,1600 Block of LARKIN ST,-122.41956049109501,37.7930296533763
2009-09-04 16:30:00,Friday,BAYVIEW,2200 Block of BAY SHORE BL,-122.403066440074,37.7116775704616
2009-06-23 11:00:00,Tuesday,BAYVIEW,600 Block of DEHARO ST,-122.401191922623,37.7616428225519
2013-01-22 00:01:00,Tuesday,MISSION,CHURCH ST / 18TH ST,-122.428355366652,37.7612577113414
2005-05-31 13:35:00,Tuesday,NORTHERN,700 Block of ELLIS ST,-122.41856209710501,37.78418470913029
2011-10-05 16:00:00,Wednesday,MISSION,700 Block of DOLORES ST,-122.425795835093,37.7570057843934
2007-06-01 08:39:00,Friday,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2009-12-09 08:30:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2014-05-01 18:40:00,Thursday,INGLESIDE,2700 Block of ALEMANY BL,-122.44987093466601,37.7135935462186
2014-02-05 03:45:00,Wednesday,CENTRAL,300 Block of LOMBARD ST,-122.407708273853,37.803432762656
2013-04-21 12:00:00,Sunday,NORTHERN,2500 Block of LOMBARD ST,-122.44352039096,37.7989993135254
2009-09-02 22:00:00,Wednesday,TARAVAL,0 Block of LOBOS ST,-122.4542979309,37.7148602682687
2005-12-15 11:30:00,Thursday,NORTHERN,MCALLISTER ST / FILLMORE ST,-122.431765489412,37.7786311131024
2006-01-12 23:00:00,Thursday,NORTHERN,9TH ST / MARKET ST,-122.416293820935,37.777493677735
2010-04-25 02:00:00,Sunday,MISSION,BARTLETT ST / 21ST ST,-122.420013069308,37.75696860922921
2013-02-06 14:00:00,Wednesday,CENTRAL,400 Block of JACKSON ST,-122.402139142776,37.796644564492
2006-05-18 18:02:00,Thursday,CENTRAL,800 Block of POST ST,-122.415821891164,37.787293291087714
2006-11-02 10:13:00,Thursday,TARAVAL,1300 Block of 10TH AV,-122.467247854473,37.7630441175462
2012-02-06 07:00:00,Monday,RICHMOND,300 Block of 2ND AV,-122.460136201718,37.7821534242188
2006-09-08 22:00:00,Friday,NORTHERN,VANNESS AV / WASHINGTON ST,-122.42287408305799,37.7930494293957
2015-01-20 01:30:00,Tuesday,MISSION,2100 Block of MISSION ST,-122.419424383763,37.7632323869521
2013-05-17 17:46:00,Friday,CENTRAL,UNION ST / COLUMBUS AV,-122.41020837051799,37.800314824105705
2007-02-21 23:48:00,Wednesday,CENTRAL,500 Block of GREEN ST,-122.407945033235,37.7996867434054
2008-07-25 06:24:00,Friday,TARAVAL,WINSTON DR / LAKE MERCED BL,-122.48386430299999,37.7270184536688
2012-12-15 14:50:00,Saturday,NORTHERN,GEARY BL / FILLMORE ST,-122.432914603494,37.7843533426568
2012-06-29 04:00:00,Friday,INGLESIDE,1600 Block of NOE ST,-122.43113029553301,37.7430265668943
2009-11-26 17:47:00,Thursday,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382
2006-07-24 20:30:00,Monday,INGLESIDE,TOMPKINS AV / FOLSOM ST,-122.413480408319,37.7370689933923
2010-05-20 13:00:00,Thursday,CENTRAL,300 Block of PINE ST,-122.40129641674,37.792006314263894
2005-10-22 22:00:00,Saturday,NORTHERN,0 Block of CASA WY,-122.43912072466499,37.8055868215911
2014-10-18 13:37:00,Saturday,CENTRAL,GRANT AV / TILLMAN PL,-122.40533915036801,37.7893153587453
2005-03-21 02:50:00,Monday,SOUTHERN,1100 Block of MARKET ST,-122.41232090743601,37.780764225439796
2011-05-22 01:35:00,Sunday,MISSION,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2011-12-14 19:00:00,Wednesday,RICHMOND,600 Block of 28TH AV,-122.487666812003,37.777073065661995
2007-05-05 11:55:00,Saturday,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2006-02-24 08:50:00,Friday,PARK,1300 Block of HAIGHT ST,-122.44450233369301,37.7702619702403
2014-01-10 21:00:00,Friday,TARAVAL,300 Block of WESTPORTAL AV,-122.469955448831,37.7373592055385
2005-01-15 21:00:00,Saturday,INGLESIDE,0 Block of BAYWOOD CT,-122.442935918443,37.7188796448556
2004-07-19 02:53:00,Monday,SOUTHERN,900 Block of MARKET ST,-122.40970842372101,37.78282764988379
2013-03-22 14:00:00,Friday,BAYVIEW,NEWCOMB AV / PHELPS ST,-122.39352632601201,37.7373529003912
2014-07-22 15:30:00,Tuesday,CENTRAL,900 Block of SUTTER ST,-122.41603297650299,37.78833512481809
2007-10-31 07:48:00,Wednesday,NORTHERN,1800 Block of SUTTER ST,-122.430769627635,37.7863477590184
2009-08-23 22:10:00,Sunday,SOUTHERN,JESSIE ST / 6TH ST,-122.40924767554701,37.7813987340892
2011-11-16 20:20:00,Wednesday,RICHMOND,800 Block of LA PLAYA ST,-122.509895418239,37.7723131976814
2013-07-27 04:20:00,Saturday,MISSION,0 Block of SYCAMORE ST,-122.419858465007,37.7627429027065
2005-03-13 22:30:00,Sunday,CENTRAL,WASHINGTON ST / MASON ST,-122.411367896478,37.794524799468896
2005-11-06 15:30:00,Sunday,TARAVAL,1200 Block of 9TH AV,-122.46630620635,37.7649657627052
2010-03-26 22:30:00,Friday,CENTRAL,JACKSON ST / MONTGOMERY ST,-122.40349980459101,37.796418327899296
2007-09-22 23:19:00,Saturday,MISSION,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668
2015-04-28 03:42:00,Tuesday,CENTRAL,400 Block of GEARY ST,-122.410699657634,37.7869881885308
2009-11-12 13:53:00,Thursday,INGLESIDE,400 Block of ROLPH ST,-122.434579903825,37.712688243376704
2010-04-24 23:25:00,Saturday,NORTHERN,GREENWICH ST / FILLMORE ST,-122.435870220186,37.7989514142851
2005-07-26 22:30:00,Tuesday,TENDERLOIN,0 Block of POWELL ST,-122.407845374111,37.7850943210103
2004-11-27 16:00:00,Saturday,CENTRAL,100 Block of NORTHPOINT ST,-122.409702005184,37.8070069069938
2007-11-01 18:00:00,Thursday,TARAVAL,200 Block of WINSTON DR,-122.477894327927,37.7271095796299
2005-07-27 22:00:00,Wednesday,INGLESIDE,200 Block of WHITNEY ST,-122.42743930284,37.7380284796421
2011-07-26 21:00:00,Tuesday,TARAVAL,400 Block of SHIELDS ST,-122.466695244967,37.717964043333
2011-02-07 01:55:00,Monday,MISSION,2700 Block of MISSION ST,-122.418587172219,37.75301865374461
2004-09-02 22:30:00,Thursday,NORTHERN,1500 Block of BAY ST,-122.43253044394,37.8032140328664
2013-04-01 13:18:00,Monday,TARAVAL,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2005-07-13 09:00:00,Wednesday,SOUTHERN,1100 Block of HOWARD ST,-122.41016535648501,37.777283890395104
2011-06-03 21:30:00,Friday,NORTHERN,1000 Block of POST ST,-122.41910442464399,37.78687648416079
2010-01-13 21:30:00,Wednesday,CENTRAL,800 Block of BUSH ST,-122.41125922846399,37.789789421954495
2006-05-07 18:23:00,Sunday,BAYVIEW,600 Block of CAROLINA ST,-122.400291849759,37.7606135332698
2011-04-06 20:00:00,Wednesday,TARAVAL,1800 Block of 32ND AV,-122.490403319126,37.752671652706105
2010-07-02 00:36:00,Friday,RICHMOND,3400 Block of CALIFORNIA ST,-122.45094200094,37.7866690360365
2014-01-07 10:18:00,Tuesday,INGLESIDE,300 Block of BOCANA ST,-122.419131465235,37.7383268459839
2005-05-31 10:37:00,Tuesday,RICHMOND,CLEMENT ST / FUNSTON AV,-122.471916495546,37.7825949606754
2006-02-22 19:30:00,Wednesday,INGLESIDE,GENNESEE ST / MONTEREY BL,-122.451144641538,37.7315369999453
2006-05-15 12:00:00,Monday,TARAVAL,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2008-01-13 14:00:00,Sunday,CENTRAL,1400 Block of CALIFORNIA ST,-122.418219833881,37.7908244663738
2005-02-27 18:30:00,Sunday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-06-14 17:50:00,Saturday,SOUTHERN,4TH ST / KING ST,-122.39410262452499,37.7763827130285
2011-03-26 12:00:00,Saturday,BAYVIEW,900 Block of MENDELL ST,-122.38775318573099,37.737386543509494
2010-12-28 11:56:00,Tuesday,MISSION,1700 Block of MISSION ST,-122.419876917134,37.7695797471896
2006-09-08 21:16:00,Friday,NORTHERN,300 Block of FRANKLIN ST,-122.421309969093,37.7773340882175
2007-12-10 22:56:00,Monday,NORTHERN,PINE ST / VANNESS AV,-122.422139511488,37.78941076334571
2010-01-25 06:40:00,Monday,TARAVAL,0 Block of CRESTLAKE DR,-122.481966197212,37.735374708651705
2015-05-02 16:01:00,Saturday,BAYVIEW,2300 Block of SAN BRUNO AV,-122.40582138691002,37.7326781230902
2008-12-24 19:25:00,Wednesday,SOUTHERN,MASON ST / TURK ST,-122.408953598279,37.783287873572
2010-10-23 23:30:00,Saturday,NORTHERN,1200 Block of POLK ST,-122.42032699386299,37.788452157813204
2015-02-17 15:45:00,Tuesday,NORTHERN,300 Block of HAIGHT ST,-122.428006990942,37.7724726132375
2013-05-15 16:32:00,Wednesday,MISSION,3200 Block of CESAR CHAVEZ ST,-122.41539292005899,37.7483160145865
2014-01-06 18:10:00,Monday,SOUTHERN,MINNA ST / 7TH ST,-122.41040560213499,37.778784148603286
2006-10-08 20:00:00,Sunday,TARAVAL,19TH AV / IRVING ST,-122.477172370751,37.763558459678
2014-05-14 16:00:00,Wednesday,CENTRAL,VALLEJO ST / SANSOME ST,-122.402423032514,37.79938312200761
2013-10-15 15:39:00,Tuesday,INGLESIDE,4700 Block of MISSION ST,-122.43686793261699,37.7220486455317
2004-06-25 09:00:00,Friday,MISSION,GUERRERO ST / 20TH ST,-122.423488307276,37.758365066828105
2015-02-08 17:20:00,Sunday,SOUTHERN,0 Block of 6TH ST,-122.40901120663901,37.7811340568243
2011-09-20 01:00:00,Tuesday,CENTRAL,500 Block of GEARY ST,-122.41275532583,37.7867259286124
2013-11-12 09:30:00,Tuesday,BAYVIEW,1100 Block of QUESADA AV,-122.381868107618,37.727972742563
2008-03-19 12:33:00,Wednesday,TENDERLOIN,600 Block of OFARRELL ST,-122.41597216535101,37.78535651423429
2012-10-01 07:00:00,Monday,RICHMOND,GREAT HY / FULTON ST,-122.511054248258,37.77133878265779
2010-12-01 10:00:00,Wednesday,INGLESIDE,600 Block of 29TH ST,-122.433986469809,37.7432007537349
2013-05-16 21:25:00,Thursday,MISSION,SOUTH VAN NESS AV / 24TH ST,-122.416268632715,37.7523735149599
2013-02-04 21:00:00,Monday,CENTRAL,700 Block of VALLEJO ST,-122.40979166229299,37.7985083480435
2011-07-17 03:00:00,Sunday,RICHMOND,300 Block of 25TH AV,-122.485010377829,37.782932850733104
2011-02-07 13:00:00,Monday,SOUTHERN,300 Block of 7TH ST,-122.406743783137,37.7759488172418
2008-07-22 19:41:00,Tuesday,TENDERLOIN,100 Block of GOLDEN GATE AV,-122.413047972078,37.781911962829795
2012-06-28 22:00:00,Thursday,MISSION,600 Block of GUERRERO ST,-122.42383663446199,37.7607430785636
2012-10-17 22:00:00,Wednesday,MISSION,1300 Block of VALENCIA ST,-122.420515424398,37.751293704984796
2014-05-31 12:00:00,Saturday,MISSION,SANCHEZ ST / 17TH ST,-122.430726266807,37.7627516837424
2009-05-31 23:00:00,Sunday,RICHMOND,48TH AV / FULTON ST,-122.50882152705601,37.7714427800071
2012-12-30 14:51:00,Sunday,MISSION,3200 Block of 17TH ST,-122.41791386187599,37.7635887638425
2006-03-12 10:00:00,Sunday,NORTHERN,MCALLISTER ST / POLK ST,-122.418600974625,37.7802607511192
2004-05-15 14:00:00,Saturday,MISSION,POTRERO AV / 16TH ST,-122.40753833232701,37.7657827544322
2012-01-12 21:20:00,Thursday,TARAVAL,1700 Block of 20TH AV,-122.477682164846,37.755105658912
2013-10-02 17:00:00,Wednesday,TENDERLOIN,EDDY ST / MASON ST,-122.409313111431,37.784347851315104
2013-09-22 17:15:00,Sunday,BAYVIEW,0 Block of ROSIELEE LN,-122.38009324718399,37.7319402417303
2013-04-20 14:05:00,Saturday,TENDERLOIN,400 Block of TAYLOR ST,-122.41149083988199,37.786468343359104
2008-06-11 10:30:00,Wednesday,MISSION,CAPP ST / 22ND ST,-122.417660640341,37.755504342002794
2011-04-06 12:54:00,Wednesday,PARK,0 Block of KEZAR DR,-122.45512727517,37.7695200227183
2015-01-19 08:00:00,Monday,RICHMOND,1600 Block of DIVISADERO ST,-122.43989535295401,37.78477777038921
2012-11-18 18:05:00,Sunday,NORTHERN,UNION ST / BUCHANAN ST,-122.43220809844,37.7975061678802
2005-10-06 12:00:00,Thursday,NORTHERN,FRANKLIN ST / CALIFORNIA ST,-122.42397615828301,37.7901609309929
2005-05-30 22:50:00,Monday,NORTHERN,600 Block of LARKIN ST,-122.41759424770599,37.7840149232554
2011-05-04 21:00:00,Wednesday,SOUTHERN,11TH ST / MISSION ST,-122.417104895556,37.774324286790794
2007-11-14 23:00:00,Wednesday,PARK,DELMAR ST / FREDERICK ST,-122.44554453081801,37.7673206509378
2013-05-14 20:23:00,Tuesday,BAYVIEW,NORTHRIDGE RD / DORMITORY RD,-122.374221136663,37.7301789848669
2006-11-01 15:00:00,Wednesday,SOUTHERN,200 Block of BRANNAN ST,-122.390645819037,37.7830549839906
2011-09-23 22:00:00,Friday,SOUTHERN,FOLSOM ST / 7TH ST,-122.407844136792,37.7767462195389
2009-11-10 10:50:00,Tuesday,BAYVIEW,100 Block of KISKA RD,-122.37849417397499,37.7304096808335
2009-10-31 10:00:00,Saturday,NORTHERN,3000 Block of STEINER ST,-122.437165395663,37.7973630410295
2012-02-07 17:37:00,Tuesday,PARK,1000 Block of DIVISADERO ST,-122.43852789956,37.7792166409805
2009-04-01 02:12:00,Wednesday,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745
2012-11-26 09:30:00,Monday,PARK,100 Block of GARDENSIDE DR,-122.444802279995,37.754170889798296
2008-12-26 09:00:00,Friday,TARAVAL,400 Block of URBANO DR,-122.47000153355499,37.724651445695706
2006-04-22 19:00:00,Saturday,SOUTHERN,1ST ST / HOWARD ST,-122.396039441019,37.78853681880009
2006-08-13 08:17:00,Sunday,MISSION,21ST ST / SHOTWELL ST,-122.415629332446,37.757232227914
2009-11-27 12:58:00,Friday,TARAVAL,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2012-11-18 13:28:00,Sunday,SOUTHERN,700 Block of MARKET ST,-122.40391914835699,37.7871160984672
2009-01-07 14:30:00,Wednesday,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.46620466789301,37.7725405391593
2010-11-17 11:15:00,Wednesday,INGLESIDE,400 Block of RAYMOND AV,-122.412457953057,37.7147347356846
2014-02-05 15:00:00,Wednesday,PARK,1400 Block of GROVE ST,-122.440483106998,37.7755529016833
2014-05-13 20:00:00,Tuesday,NORTHERN,1300 Block of FILLMORE ST,-122.432355641362,37.781906547674105
2015-04-29 01:18:00,Wednesday,MISSION,0 Block of SYCAMORE ST,-122.419858465007,37.7627429027065
2010-11-06 19:30:00,Saturday,BAYVIEW,0 Block of LEDYARD ST,-122.402116556292,37.733235467655604
2013-06-25 00:15:00,Tuesday,INGLESIDE,3400 Block of MISSION ST,-122.42228665168899,37.7420041169835
2006-05-31 16:30:00,Wednesday,NORTHERN,1300 Block of FRANCISCO ST,-122.427392675623,37.8028381280831
2010-06-28 17:00:00,Monday,CENTRAL,0 Block of RUSSIANHILL PL,-122.415049125883,37.7980318302951
2014-03-21 08:03:00,Friday,TENDERLOIN,TURK ST / LEAVENWORTH ST,-122.414056291891,37.7827931071006
2015-04-03 23:00:00,Friday,CENTRAL,TAYLOR ST / BAY ST,-122.415245418291,37.8054165242789
2009-05-30 22:00:00,Saturday,BAYVIEW,0 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
2012-04-22 16:50:00,Sunday,MISSION,200 Block of 13TH ST,-122.41794921783399,37.769720863045706
2015-01-20 10:39:00,Tuesday,PARK,1200 Block of HAIGHT ST,-122.442678874433,37.770606135285504
2008-10-15 10:52:00,Wednesday,SOUTHERN,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2008-09-18 23:45:00,Thursday,NORTHERN,CALIFORNIA ST / POLK ST,-122.420691680792,37.7905770710537
2006-04-07 14:00:00,Friday,INGLESIDE,3900 Block of MISSION ST,-122.425181516357,37.7347570904995
2010-10-04 07:30:00,Monday,MISSION,2700 Block of 22ND ST,-122.408960920166,37.7559718109451
2012-02-09 21:00:00,Thursday,INGLESIDE,ALEMANY BL / FRANCIS ST,-122.435464126633,37.7275955594595
